idBP,size,size_value
7246,Малый,10-99 м2
7252,Малый,10-99 м2
7255,Малый,10-99 м2
7258,Малый,10-99 м2
7273,Малый,10-99 м2
7276,Малый,10-99 м2
7279,Малый,10-99 м2
7296,Малый,10-99 м2
7337,Средний,200-499 м2
7341,Малый,10-99 м2
7347,Малый,10-99 м2
7501,Малый,10-99 м2
7618,Малый,10-99 м2
7821,Малый,10-99 м2
8007,Малый,10-99 м2
8244,Малый,10-99 м2
8275,Малый,10-99 м2
8612,Малый,10-99 м2
8713,Малый,10-99 м2
8766,Большой,500-1999 м2
8987,Средний,100-199 м2
9096,Малый,10-99 м2
9200,Большой,500-1999 м2
9216,Малый,10-99 м2
9230,Средний,100-199 м2
9231,Малый,10-99 м2
9233,Малый,10-99 м2
9449,Малый,10-99 м2
9919,Средний,100-199 м2
10136,Малый,10-99 м2
10270,Средний,100-199 м2
10275,Средний,100-199 м2
10318,Малый,10-99 м2
10489,Малый,10-99 м2
10629,Малый,10-99 м2
10730,Малый,10-99 м2
10905,Малый,10-99 м2
10923,Средний,200-499 м2
11113,Средний,100-199 м2
11120,Малый,10-99 м2
11171,Малый,10-99 м2
11640,Малый,10-99 м2
11728,Средний,100-199 м2
11921,Малый,10-99 м2
11922,Малый,10-99 м2
11933,Малый,10-99 м2
11978,Малый,10-99 м2
12128,Большой,2000-4999 м2
12135,Малый,10-99 м2
12194,Большой,500-1999 м2
12270,Средний,100-199 м2
12299,Малый,10-99 м2
12334,Большой,500-1999 м2
12589,Малый,10-99 м2
12668,Малый,10-99 м2
12671,Малый,10-99 м2
12688,Малый,10-99 м2
12775,Большой,500-1999 м2
12809,Малый,10-99 м2
12862,Малый,10-99 м2
12983,Средний,100-199 м2
13061,Малый,10-99 м2
13089,Малый,10-99 м2
13095,Малый,10-99 м2
13096,Малый,10-99 м2
13121,Малый,10-99 м2
13127,Малый,10-99 м2
13129,Малый,10-99 м2
13132,Малый,10-99 м2
13137,Малый,10-99 м2
13139,Малый,10-99 м2
13140,Малый,10-99 м2
13144,Малый,10-99 м2
13145,Малый,10-99 м2
13147,Большой,500-1999 м2
13149,Малый,10-99 м2
13153,Средний,100-199 м2
13154,Средний,100-199 м2
13156,Малый,10-99 м2
13161,Средний,200-499 м2
13165,Малый,10-99 м2
13167,Малый,10-99 м2
13186,Малый,10-99 м2
13206,Средний,200-499 м2
13211,Средний,100-199 м2
13217,Малый,10-99 м2
13239,Средний,100-199 м2
13242,Малый,10-99 м2
13263,Малый,10-99 м2
13298,Малый,10-99 м2
13302,Средний,200-499 м2
13306,Малый,10-99 м2
13572,Малый,10-99 м2
13574,Малый,10-99 м2
13633,Средний,200-499 м2
13691,Малый,10-99 м2
13712,Малый,10-99 м2
13725,Малый,10-99 м2
13726,Малый,10-99 м2
13734,Малый,10-99 м2
13758,Большой,5000-7999 м2
13782,Малый,10-99 м2
13783,Малый,10-99 м2
13790,Малый,10-99 м2
13793,Малый,10-99 м2
13795,Большой,500-1999 м2
13798,Малый,10-99 м2
13799,Малый,10-99 м2
13813,Малый,10-99 м2
13850,Малый,10-99 м2
13857,Малый,10-99 м2
13863,Малый,10-99 м2
13875,Малый,10-99 м2
13882,Малый,10-99 м2
13888,Малый,10-99 м2
13899,Большой,2000-4999 м2
13900,Малый,10-99 м2
13903,Малый,10-99 м2
13909,Малый,10-99 м2
13925,Большой,500-1999 м2
13927,Малый,10-99 м2
13953,Малый,10-99 м2
13969,Малый,10-99 м2
13990,Малый,10-99 м2
13991,Большой,2000-4999 м2
13992,Малый,10-99 м2
13998,Большой,2000-4999 м2
14014,Большой,500-1999 м2
14033,Большой,500-1999 м2
14034,Большой,500-1999 м2
14046,Малый,10-99 м2
14062,Малый,10-99 м2
14066,Малый,10-99 м2
14105,Малый,10-99 м2
14117,Малый,10-99 м2
14125,Большой,500-1999 м2
14134,Средний,100-199 м2
14143,Малый,10-99 м2
14146,Малый,10-99 м2
14156,Малый,10-99 м2
14160,Средний,100-199 м2
14165,Малый,10-99 м2
14170,Малый,10-99 м2
14174,Малый,10-99 м2
14175,Малый,10-99 м2
14181,Малый,10-99 м2
14182,Малый,10-99 м2
14183,Малый,10-99 м2
14188,Малый,10-99 м2
14189,Малый,10-99 м2
14190,Малый,10-99 м2
14191,Малый,10-99 м2
14193,Малый,10-99 м2
14194,Малый,10-99 м2
14195,Малый,10-99 м2
14196,Малый,10-99 м2
14197,Малый,10-99 м2
14198,Малый,10-99 м2
14207,Малый,10-99 м2
14209,Малый,10-99 м2
14212,Малый,10-99 м2
14213,Малый,10-99 м2
14214,Малый,10-99 м2
14215,Малый,10-99 м2
14217,Малый,10-99 м2
14219,Малый,10-99 м2
14235,Малый,10-99 м2
14236,Большой,500-1999 м2
14238,Малый,10-99 м2
14239,Малый,10-99 м2
14251,Малый,10-99 м2
14258,Малый,10-99 м2
14262,Средний,100-199 м2
14286,Малый,10-99 м2
14289,Большой,500-1999 м2
14297,Малый,10-99 м2
14301,Малый,10-99 м2
14328,Малый,10-99 м2
14345,Малый,10-99 м2
14346,Малый,10-99 м2
14357,Малый,10-99 м2
14366,Малый,10-99 м2
14385,Малый,10-99 м2
14398,Малый,10-99 м2
14411,Малый,10-99 м2
14412,Малый,10-99 м2
14448,Малый,10-99 м2
14468,Малый,10-99 м2
14509,Малый,10-99 м2
14547,Малый,10-99 м2
14557,Малый,10-99 м2
14609,Малый,10-99 м2
14655,Малый,10-99 м2
14681,Малый,10-99 м2
14774,Большой,500-1999 м2
14849,Малый,10-99 м2
14853,Малый,10-99 м2
15025,Малый,10-99 м2
15092,Малый,10-99 м2
15142,Малый,10-99 м2
15228,Малый,10-99 м2
15292,Малый,10-99 м2
15349,Малый,10-99 м2
15474,Малый,10-99 м2
15508,Малый,10-99 м2
15591,Малый,10-99 м2
15615,Малый,10-99 м2
15675,Малый,10-99 м2
15717,Малый,10-99 м2
15720,Малый,10-99 м2
15815,Малый,10-99 м2
16071,Малый,10-99 м2
16075,Малый,10-99 м2
16084,Малый,10-99 м2
16269,Малый,10-99 м2
16271,Малый,10-99 м2
16274,Средний,100-199 м2
16291,Малый,10-99 м2
16292,Малый,10-99 м2
16296,Малый,10-99 м2
16297,Малый,10-99 м2
16309,Большой,500-1999 м2
16319,Средний,200-499 м2
16356,Малый,10-99 м2
16397,Малый,10-99 м2
16417,Средний,100-199 м2
16430,Малый,10-99 м2
16432,Большой,500-1999 м2
16436,Малый,10-99 м2
16456,Малый,10-99 м2
16464,Малый,10-99 м2
16473,Большой,500-1999 м2
16475,Малый,10-99 м2
16477,Средний,100-199 м2
16486,Средний,200-499 м2
16489,Средний,100-199 м2
16492,Малый,10-99 м2
16495,Малый,10-99 м2
16502,Малый,10-99 м2
16508,Малый,10-99 м2
16513,Малый,10-99 м2
16515,Малый,10-99 м2
16531,Средний,100-199 м2
16547,Средний,100-199 м2
16599,Средний,100-199 м2
16610,Средний,200-499 м2
16617,Малый,10-99 м2
16619,Малый,10-99 м2
16620,Малый,10-99 м2
16628,Малый,10-99 м2
16641,Малый,10-99 м2
16654,Малый,10-99 м2
16660,Малый,10-99 м2
16661,Малый,10-99 м2
16663,Малый,10-99 м2
16682,Малый,10-99 м2
16697,Малый,10-99 м2
16699,Малый,10-99 м2
16706,Малый,10-99 м2
16716,Большой,2000-4999 м2
16726,Малый,10-99 м2
16730,Средний,200-499 м2
16732,Малый,10-99 м2
16734,Малый,10-99 м2
16745,Средний,200-499 м2
16752,Средний,100-199 м2
16762,Малый,10-99 м2
16792,Средний,100-199 м2
16803,Средний,100-199 м2
16806,Малый,10-99 м2
16812,Малый,10-99 м2
16818,Малый,10-99 м2
16917,Малый,10-99 м2
16963,Средний,200-499 м2
16964,Малый,10-99 м2
16982,Средний,200-499 м2
16999,Средний,200-499 м2
17000,Малый,10-99 м2
17043,Малый,10-99 м2
17113,Малый,10-99 м2
17117,Малый,10-99 м2
17119,Малый,10-99 м2
17127,Малый,10-99 м2
17136,Малый,10-99 м2
17146,Средний,200-499 м2
17167,Малый,10-99 м2
17174,Средний,100-199 м2
17182,Большой,500-1999 м2
17204,Большой,5000-7999 м2
17243,Малый,10-99 м2
17244,Малый,10-99 м2
17246,Малый,10-99 м2
17274,Малый,10-99 м2
17296,Малый,10-99 м2
17297,Малый,10-99 м2
17300,Малый,10-99 м2
17301,Малый,10-99 м2
17303,Малый,10-99 м2
17311,Средний,100-199 м2
17313,Малый,10-99 м2
17324,Средний,200-499 м2
17334,Малый,10-99 м2
17338,Малый,10-99 м2
17371,Малый,10-99 м2
17378,Малый,10-99 м2
17394,Малый,10-99 м2
17395,Малый,10-99 м2
17426,Малый,10-99 м2
17430,Малый,10-99 м2
17431,Малый,10-99 м2
17505,Малый,10-99 м2
17509,Малый,10-99 м2
17566,Средний,200-499 м2
17573,Малый,10-99 м2
17603,Малый,10-99 м2
17604,Малый,10-99 м2
17607,Малый,10-99 м2
17661,Малый,10-99 м2
17670,Малый,10-99 м2
17703,Большой,500-1999 м2
17782,Малый,10-99 м2
17829,Малый,10-99 м2
17840,Средний,100-199 м2
17903,Малый,10-99 м2
17926,Малый,10-99 м2
17929,Малый,10-99 м2
17933,Малый,10-99 м2
17942,Малый,10-99 м2
17970,Средний,100-199 м2
17991,Малый,10-99 м2
18015,Малый,10-99 м2
18045,Малый,10-99 м2
18061,Малый,10-99 м2
18074,Малый,10-99 м2
18104,Малый,10-99 м2
18134,Средний,100-199 м2
18136,Средний,100-199 м2
18186,Малый,10-99 м2
18199,Средний,200-499 м2
18213,Малый,10-99 м2
18221,Малый,10-99 м2
18223,Малый,10-99 м2
18229,Малый,10-99 м2
18231,Малый,10-99 м2
18233,Малый,10-99 м2
18252,Малый,10-99 м2
18271,Малый,10-99 м2
18272,Малый,10-99 м2
18280,Малый,10-99 м2
18292,Большой,500-1999 м2
18299,Малый,10-99 м2
18300,Малый,10-99 м2
18318,Малый,10-99 м2
18325,Средний,200-499 м2
18330,Малый,10-99 м2
18339,Большой,500-1999 м2
18341,Малый,10-99 м2
18349,Малый,10-99 м2
26621,Малый,10-99 м2
30659,Малый,10-99 м2
38837,Малый,10-99 м2
39274,Малый,10-99 м2
50992,Малый,10-99 м2
59404,Малый,10-99 м2
59407,Малый,10-99 м2
59408,Малый,10-99 м2
59414,Средний,100-199 м2
59420,Малый,10-99 м2
59425,Малый,10-99 м2
59429,Малый,10-99 м2
59452,Малый,10-99 м2
59456,Малый,10-99 м2
59466,Средний,200-499 м2
59471,Малый,10-99 м2
59473,Большой,500-1999 м2
59478,Средний,100-199 м2
59493,Малый,10-99 м2
59494,Малый,10-99 м2
59529,Малый,10-99 м2
59532,Малый,10-99 м2
59540,Малый,10-99 м2
59543,Малый,10-99 м2
59546,Малый,10-99 м2
59551,Малый,10-99 м2
59565,Малый,10-99 м2
59568,Малый,10-99 м2
59573,Средний,100-199 м2
59577,Малый,10-99 м2
59578,Средний,100-199 м2
59582,Средний,100-199 м2
59592,Большой,500-1999 м2
59604,Средний,100-199 м2
59608,Малый,10-99 м2
59609,Малый,10-99 м2
59611,Малый,10-99 м2
59614,Малый,10-99 м2
59621,Малый,10-99 м2
59629,Малый,10-99 м2
59632,Малый,10-99 м2
59634,Малый,10-99 м2
59643,Малый,10-99 м2
59663,Малый,10-99 м2
59666,Малый,10-99 м2
59672,Малый,10-99 м2
59673,Малый,10-99 м2
59674,Малый,10-99 м2
59677,Малый,10-99 м2
59684,Средний,100-199 м2
59697,Малый,10-99 м2
59700,Средний,200-499 м2
59702,Малый,10-99 м2
59703,Малый,10-99 м2
59705,Малый,10-99 м2
59711,Малый,10-99 м2
59723,Большой,2000-4999 м2
59742,Средний,200-499 м2
59748,Малый,10-99 м2
59752,Малый,10-99 м2
59772,Малый,10-99 м2
59776,Малый,10-99 м2
59791,Малый,10-99 м2
59795,Средний,100-199 м2
59796,Малый,10-99 м2
59797,Малый,10-99 м2
59799,Малый,10-99 м2
59801,Малый,10-99 м2
59802,Малый,10-99 м2
59803,Малый,10-99 м2
59815,Малый,10-99 м2
59817,Малый,10-99 м2
59821,Малый,10-99 м2
59823,Большой,500-1999 м2
59824,Большой,500-1999 м2
59825,Большой,2000-4999 м2
59826,Большой,2000-4999 м2
59827,Большой,2000-4999 м2
59839,Малый,10-99 м2
59851,Средний,200-499 м2
59854,Малый,10-99 м2
59861,Малый,10-99 м2
59862,Малый,10-99 м2
59871,Малый,10-99 м2
59938,Малый,10-99 м2
59957,Средний,100-199 м2
59959,Малый,10-99 м2
59962,Малый,10-99 м2
59964,Малый,10-99 м2
59967,Средний,200-499 м2
59969,Малый,10-99 м2
60040,Малый,10-99 м2
60043,Малый,10-99 м2
60051,Большой,500-1999 м2
60118,Малый,10-99 м2
60119,Большой,500-1999 м2
60129,Средний,100-199 м2
60171,Малый,10-99 м2
60173,Малый,10-99 м2
60185,Малый,10-99 м2
60201,Малый,10-99 м2
60215,Малый,10-99 м2
60224,Малый,10-99 м2
60225,Малый,10-99 м2
60232,Малый,10-99 м2
60236,Малый,10-99 м2
60237,Малый,10-99 м2
60241,Малый,10-99 м2
60269,Малый,10-99 м2
60457,Средний,200-499 м2
60467,Большой,2000-4999 м2
60468,Малый,10-99 м2
60469,Средний,100-199 м2
60475,Малый,10-99 м2
60495,Малый,10-99 м2
60497,Средний,100-199 м2
60499,Средний,100-199 м2
60500,Малый,10-99 м2
60503,Средний,100-199 м2
60522,Малый,10-99 м2
60524,Малый,10-99 м2
60572,Малый,10-99 м2
60576,Средний,100-199 м2
60578,Малый,10-99 м2
60581,Малый,10-99 м2
60586,Малый,10-99 м2
60587,Малый,10-99 м2
60601,Средний,100-199 м2
60602,Малый,10-99 м2
60603,Малый,10-99 м2
60660,Малый,10-99 м2
60667,Малый,10-99 м2
60712,Малый,10-99 м2
60714,Малый,10-99 м2
60716,Средний,200-499 м2
60760,Малый,10-99 м2
60769,Средний,100-199 м2
60799,Малый,10-99 м2
60802,Малый,10-99 м2
60804,Малый,10-99 м2
60813,Малый,10-99 м2
60834,Малый,10-99 м2
60835,Малый,10-99 м2
60860,Средний,100-199 м2
60896,Малый,10-99 м2
60899,Малый,10-99 м2
60901,Большой,500-1999 м2
60910,Средний,100-199 м2
60917,Малый,10-99 м2
60918,Малый,10-99 м2
60923,Малый,10-99 м2
60926,Малый,10-99 м2
60928,Малый,10-99 м2
60950,Малый,10-99 м2
60953,Малый,10-99 м2
60958,Малый,10-99 м2
60959,Малый,10-99 м2
60962,Малый,10-99 м2
60964,Малый,10-99 м2
60975,Малый,10-99 м2
60987,Малый,10-99 м2
60990,Малый,10-99 м2
60991,Средний,100-199 м2
60998,Большой,500-1999 м2
61002,Малый,10-99 м2
61003,Малый,10-99 м2
61004,Малый,10-99 м2
61007,Малый,10-99 м2
61008,Средний,200-499 м2
61009,Малый,10-99 м2
61011,Средний,200-499 м2
61014,Большой,500-1999 м2
61028,Средний,100-199 м2
61035,Малый,10-99 м2
61041,Малый,10-99 м2
61057,Малый,10-99 м2
61076,Малый,10-99 м2
61080,Средний,200-499 м2
61083,Средний,100-199 м2
61086,Средний,200-499 м2
61095,Малый,10-99 м2
61122,Малый,10-99 м2
61123,Малый,10-99 м2
61127,Малый,10-99 м2
61155,Малый,10-99 м2
61156,Большой,500-1999 м2
61166,Малый,10-99 м2
61167,Малый,10-99 м2
61168,Малый,10-99 м2
61184,Малый,10-99 м2
61207,Малый,10-99 м2
61214,Малый,10-99 м2
61215,Средний,100-199 м2
61223,Малый,10-99 м2
61224,Средний,200-499 м2
61244,Средний,200-499 м2
61257,Малый,10-99 м2
61258,Малый,10-99 м2
61259,Малый,10-99 м2
61260,Малый,10-99 м2
61262,Малый,10-99 м2
61274,Малый,10-99 м2
61302,Малый,10-99 м2
61316,Большой,500-1999 м2
61322,Малый,10-99 м2
61334,Малый,10-99 м2
61349,Средний,100-199 м2
61378,Малый,10-99 м2
61389,Средний,200-499 м2
61390,Малый,10-99 м2
61391,Малый,10-99 м2
61394,Малый,10-99 м2
61397,Малый,10-99 м2
61400,Средний,200-499 м2
61402,Большой,Более 8000 м2
61406,Большой,5000-7999 м2
61408,Большой,2000-4999 м2
61410,Большой,500-1999 м2
61411,Большой,500-1999 м2
61412,Большой,500-1999 м2
61421,Большой,500-1999 м2
61424,Большой,2000-4999 м2
61427,Большой,500-1999 м2
61447,Средний,100-199 м2
61449,Большой,2000-4999 м2
61457,Большой,2000-4999 м2
61465,Большой,Более 8000 м2
61468,Средний,100-199 м2
61488,Большой,5000-7999 м2
61505,Малый,10-99 м2
61506,Малый,10-99 м2
61521,Малый,10-99 м2
61522,Малый,10-99 м2
61531,Большой,500-1999 м2
61536,Малый,10-99 м2
61545,Малый,10-99 м2
61546,Средний,200-499 м2
61547,Малый,10-99 м2
61550,Средний,200-499 м2
61566,Средний,100-199 м2
61595,Малый,10-99 м2
61602,Средний,100-199 м2
61663,Средний,200-499 м2
61664,Средний,200-499 м2
61665,Малый,10-99 м2
61667,Средний,100-199 м2
61674,Малый,10-99 м2
61676,Малый,10-99 м2
61680,Малый,10-99 м2
61693,Большой,500-1999 м2
61707,Малый,10-99 м2
61708,Малый,10-99 м2
61709,Малый,10-99 м2
61714,Малый,10-99 м2
61715,Малый,10-99 м2
61721,Малый,10-99 м2
61736,Средний,100-199 м2
61738,Большой,500-1999 м2
61761,Малый,10-99 м2
61767,Малый,10-99 м2
61771,Малый,10-99 м2
61772,Малый,10-99 м2
61783,Малый,10-99 м2
61786,Малый,10-99 м2
61871,Большой,500-1999 м2
61878,Средний,200-499 м2
61900,Малый,10-99 м2
61968,Большой,500-1999 м2
61969,Большой,500-1999 м2
61975,Малый,10-99 м2
61977,Малый,10-99 м2
61978,Малый,10-99 м2
62009,Малый,10-99 м2
62104,Большой,500-1999 м2
62109,Малый,10-99 м2
62132,Малый,10-99 м2
62133,Малый,10-99 м2
62134,Средний,100-199 м2
62149,Малый,10-99 м2
62151,Малый,10-99 м2
62162,Малый,10-99 м2
62179,Малый,10-99 м2
62183,Малый,10-99 м2
62184,Средний,100-199 м2
62186,Большой,500-1999 м2
62190,Малый,10-99 м2
62198,Малый,10-99 м2
62201,Малый,10-99 м2
62203,Малый,10-99 м2
62215,Малый,10-99 м2
62230,Малый,10-99 м2
62237,Малый,10-99 м2
62239,Малый,10-99 м2
62245,Малый,10-99 м2
62272,Малый,10-99 м2
62281,Малый,10-99 м2
62298,Малый,10-99 м2
62299,Малый,10-99 м2
62314,Малый,10-99 м2
62322,Малый,10-99 м2
62325,Малый,10-99 м2
62328,Средний,200-499 м2
62330,Малый,10-99 м2
62332,Большой,500-1999 м2
62339,Большой,500-1999 м2
62341,Малый,10-99 м2
62344,Малый,10-99 м2
62346,Малый,10-99 м2
62360,Малый,10-99 м2
62400,Средний,100-199 м2
62413,Малый,10-99 м2
62435,Малый,10-99 м2
62438,Малый,10-99 м2
62441,Малый,10-99 м2
62442,Средний,100-199 м2
62451,Малый,10-99 м2
62477,Малый,10-99 м2
62486,Малый,10-99 м2
62488,Малый,10-99 м2
62489,Малый,10-99 м2
62494,Малый,10-99 м2
62497,Малый,10-99 м2
62498,Малый,10-99 м2
62499,Малый,10-99 м2
62500,Малый,10-99 м2
62515,Средний,200-499 м2
62527,Малый,10-99 м2
62534,Малый,10-99 м2
62548,Большой,500-1999 м2
62553,Малый,10-99 м2
62575,Малый,10-99 м2
62590,Малый,10-99 м2
62594,Малый,10-99 м2
62595,Большой,500-1999 м2
62596,Большой,500-1999 м2
62610,Большой,5000-7999 м2
62622,Малый,10-99 м2
62669,Малый,10-99 м2
62683,Большой,500-1999 м2
62709,Малый,10-99 м2
62715,Малый,10-99 м2
62727,Малый,10-99 м2
62728,Малый,10-99 м2
62734,Малый,10-99 м2
62772,Малый,10-99 м2
62795,Малый,10-99 м2
62801,Малый,10-99 м2
62808,Большой,500-1999 м2
62812,Малый,10-99 м2
62816,Большой,2000-4999 м2
62822,Малый,10-99 м2
62825,Малый,10-99 м2
62830,Большой,2000-4999 м2
62833,Средний,200-499 м2
62855,Малый,10-99 м2
62856,Большой,500-1999 м2
62857,Малый,10-99 м2
62860,Средний,100-199 м2
62870,Малый,10-99 м2
62881,Малый,10-99 м2
62886,Малый,10-99 м2
62898,Малый,10-99 м2
62901,Малый,10-99 м2
62907,Средний,100-199 м2
62908,Большой,2000-4999 м2
62915,Малый,10-99 м2
62924,Малый,10-99 м2
62928,Малый,10-99 м2
62934,Малый,10-99 м2
62937,Средний,200-499 м2
62940,Малый,10-99 м2
62941,Малый,10-99 м2
62946,Малый,10-99 м2
62959,Малый,10-99 м2
62963,Малый,10-99 м2
62971,Малый,10-99 м2
62972,Средний,100-199 м2
62973,Малый,10-99 м2
62982,Малый,10-99 м2
62985,Малый,10-99 м2
63024,Средний,100-199 м2
63029,Малый,10-99 м2
63046,Малый,10-99 м2
63064,Средний,100-199 м2
63072,Малый,10-99 м2
63073,Малый,10-99 м2
63083,Малый,10-99 м2
63091,Малый,10-99 м2
63106,Малый,10-99 м2
63114,Малый,10-99 м2
63115,Малый,10-99 м2
63116,Средний,200-499 м2
63118,Малый,10-99 м2
63124,Большой,2000-4999 м2
63128,Малый,10-99 м2
63141,Большой,500-1999 м2
63144,Малый,10-99 м2
63148,Малый,10-99 м2
63153,Малый,10-99 м2
63162,Большой,500-1999 м2
63171,Малый,10-99 м2
63172,Малый,10-99 м2
63173,Малый,10-99 м2
63177,Малый,10-99 м2
63199,Средний,100-199 м2
63216,Малый,10-99 м2
63219,Малый,10-99 м2
63222,Малый,10-99 м2
63264,Средний,100-199 м2
63287,Малый,10-99 м2
63297,Малый,10-99 м2
63303,Средний,200-499 м2
63304,Средний,100-199 м2
63325,Большой,500-1999 м2
63328,Малый,10-99 м2
63332,Малый,10-99 м2
63343,Малый,10-99 м2
63346,Средний,100-199 м2
63348,Малый,10-99 м2
63353,Большой,500-1999 м2
63357,Средний,100-199 м2
63361,Средний,200-499 м2
63374,Малый,10-99 м2
63381,Средний,100-199 м2
63385,Средний,100-199 м2
63390,Малый,10-99 м2
63398,Малый,10-99 м2
63411,Средний,200-499 м2
63421,Малый,10-99 м2
63422,Малый,10-99 м2
63427,Малый,10-99 м2
63430,Малый,10-99 м2
63438,Малый,10-99 м2
63447,Малый,10-99 м2
63458,Малый,10-99 м2
63465,Малый,10-99 м2
63470,Малый,10-99 м2
63474,Малый,10-99 м2
63479,Малый,10-99 м2
63480,Малый,10-99 м2
63481,Малый,10-99 м2
63484,Малый,10-99 м2
63485,Малый,10-99 м2
63487,Средний,200-499 м2
63495,Средний,100-199 м2
63504,Малый,10-99 м2
63505,Малый,10-99 м2
63520,Средний,200-499 м2
63523,Малый,10-99 м2
63526,Средний,200-499 м2
63530,Малый,10-99 м2
63534,Малый,10-99 м2
63538,Малый,10-99 м2
63544,Большой,500-1999 м2
63546,Малый,10-99 м2
63552,Малый,10-99 м2
63556,Малый,10-99 м2
63566,Большой,500-1999 м2
63567,Средний,200-499 м2
63568,Средний,200-499 м2
63574,Малый,10-99 м2
63575,Средний,200-499 м2
63577,Малый,10-99 м2
63580,Средний,200-499 м2
63583,Малый,10-99 м2
63590,Малый,10-99 м2
63603,Малый,10-99 м2
63611,Малый,10-99 м2
63615,Большой,2000-4999 м2
63618,Большой,500-1999 м2
63619,Большой,500-1999 м2
63622,Малый,10-99 м2
63624,Средний,200-499 м2
63631,Малый,10-99 м2
63635,Малый,10-99 м2
63637,Малый,10-99 м2
63646,Малый,10-99 м2
63651,Малый,10-99 м2
63654,Малый,10-99 м2
63656,Малый,10-99 м2
63662,Малый,10-99 м2
63663,Малый,10-99 м2
63664,Малый,10-99 м2
63666,Малый,10-99 м2
63675,Средний,100-199 м2
63690,Малый,10-99 м2
63691,Большой,2000-4999 м2
63694,Малый,10-99 м2
63697,Малый,10-99 м2
63714,Малый,10-99 м2
63715,Малый,10-99 м2
63716,Малый,10-99 м2
63736,Средний,100-199 м2
63738,Малый,10-99 м2
63740,Малый,10-99 м2
63741,Малый,10-99 м2
63742,Малый,10-99 м2
63744,Малый,10-99 м2
63749,Малый,10-99 м2
63751,Малый,10-99 м2
63752,Малый,10-99 м2
63754,Малый,10-99 м2
63761,Малый,10-99 м2
63762,Малый,10-99 м2
63763,Малый,10-99 м2
63765,Малый,10-99 м2
63767,Малый,10-99 м2
63791,Средний,200-499 м2
63797,Малый,10-99 м2
63798,Малый,10-99 м2
63799,Малый,10-99 м2
63800,Малый,10-99 м2
63801,Малый,10-99 м2
63803,Малый,10-99 м2
63804,Малый,10-99 м2
63805,Малый,10-99 м2
63806,Малый,10-99 м2
63808,Малый,10-99 м2
63812,Малый,10-99 м2
63814,Малый,10-99 м2
63815,Средний,100-199 м2
63816,Малый,10-99 м2
63817,Малый,10-99 м2
63820,Малый,10-99 м2
63822,Малый,10-99 м2
63824,Малый,10-99 м2
63826,Малый,10-99 м2
63828,Малый,10-99 м2
63830,Малый,10-99 м2
63831,Малый,10-99 м2
63832,Малый,10-99 м2
63833,Малый,10-99 м2
63835,Малый,10-99 м2
63840,Большой,500-1999 м2
63841,Малый,10-99 м2
63842,Малый,10-99 м2
63843,Малый,10-99 м2
63850,Малый,10-99 м2
63851,Малый,10-99 м2
63852,Малый,10-99 м2
63855,Малый,10-99 м2
63856,Малый,10-99 м2
63857,Малый,10-99 м2
63858,Малый,10-99 м2
63868,Малый,10-99 м2
63869,Малый,10-99 м2
63871,Малый,10-99 м2
63873,Малый,10-99 м2
63877,Малый,10-99 м2
63879,Малый,10-99 м2
63882,Малый,10-99 м2
63883,Малый,10-99 м2
63886,Малый,10-99 м2
63892,Малый,10-99 м2
63893,Малый,10-99 м2
63895,Малый,10-99 м2
63896,Малый,10-99 м2
63898,Малый,10-99 м2
63899,Малый,10-99 м2
63900,Средний,100-199 м2
63901,Малый,10-99 м2
63903,Малый,10-99 м2
63907,Малый,10-99 м2
63908,Малый,10-99 м2
63909,Малый,10-99 м2
63911,Малый,10-99 м2
63917,Малый,10-99 м2
63933,Малый,10-99 м2
63935,Малый,10-99 м2
63937,Средний,200-499 м2
63939,Малый,10-99 м2
63941,Малый,10-99 м2
63949,Малый,10-99 м2
63952,Малый,10-99 м2
63958,Малый,10-99 м2
63960,Средний,100-199 м2
63961,Малый,10-99 м2
63963,Малый,10-99 м2
63966,Средний,100-199 м2
63977,Малый,10-99 м2
64005,Малый,10-99 м2
64008,Малый,10-99 м2
64011,Малый,10-99 м2
64012,Малый,10-99 м2
64015,Малый,10-99 м2
64016,Малый,10-99 м2
64030,Малый,10-99 м2
64034,Малый,10-99 м2
64036,Малый,10-99 м2
64047,Малый,10-99 м2
64052,Средний,100-199 м2
64054,Средний,200-499 м2
64055,Средний,200-499 м2
64056,Малый,10-99 м2
64057,Средний,100-199 м2
64058,Средний,200-499 м2
64060,Малый,10-99 м2
64079,Малый,10-99 м2
64081,Малый,10-99 м2
64084,Малый,10-99 м2
64091,Малый,10-99 м2
64092,Малый,10-99 м2
64093,Малый,10-99 м2
64094,Средний,100-199 м2
64095,Средний,200-499 м2
64099,Средний,100-199 м2
64102,Малый,10-99 м2
64104,Малый,10-99 м2
64106,Средний,100-199 м2
64109,Средний,100-199 м2
64115,Средний,200-499 м2
64130,Малый,10-99 м2
64137,Малый,10-99 м2
64143,Малый,10-99 м2
64149,Малый,10-99 м2
64150,Малый,10-99 м2
64152,Малый,10-99 м2
64162,Малый,10-99 м2
64178,Малый,10-99 м2
64184,Малый,10-99 м2
64189,Средний,200-499 м2
64192,Малый,10-99 м2
64196,Малый,10-99 м2
64198,Средний,200-499 м2
64201,Малый,10-99 м2
64202,Средний,100-199 м2
64207,Средний,100-199 м2
64214,Большой,500-1999 м2
64238,Большой,Более 8000 м2
64256,Средний,200-499 м2
64257,Средний,200-499 м2
64258,Большой,500-1999 м2
