id,idBP,idFilial,visit_date,calc_share,visits_count,calls_count
20076,64625,9,10.01.2016,,0,1
20077,64628,9,10.01.2016,,0,1
20078,64631,9,10.01.2016,,0,1
20079,64833,9,10.01.2016,,0,1
20080,64890,9,10.01.2016,,0,1
20081,64988,9,10.01.2016,,0,1
20082,65020,9,10.01.2016,,0,1
20083,66349,9,10.01.2016,,0,1
20084,66479,9,10.01.2016,,0,1
20085,66974,9,10.01.2016,,0,1
20086,67037,9,10.01.2016,,0,1
20087,68306,9,10.01.2016,,0,1
20088,68662,9,10.01.2016,,0,1
20089,68772,9,10.01.2016,,0,1
20090,68824,9,10.01.2016,,0,1
20091,68930,9,10.01.2016,,0,1
20092,69166,9,10.01.2016,,0,1
20093,69167,9,10.01.2016,,0,1
20094,69213,9,10.01.2016,,0,1
20095,69215,9,10.01.2016,,0,1
20096,69942,9,10.01.2016,,0,1
20097,70130,9,10.01.2016,,0,1
20098,70231,9,10.01.2016,,0,1
20099,70249,9,10.01.2016,,0,1
20100,1188,8,10.01.2016,,0,1
20101,1523,8,10.01.2016,,0,1
20102,2638,8,10.01.2016,,0,1
20103,3737,8,10.01.2016,,0,1
20104,4603,8,10.01.2016,,0,1
20105,5137,8,10.01.2016,,0,1
20106,5556,8,10.01.2016,,0,1
20107,6070,8,10.01.2016,,0,1
20108,6331,8,10.01.2016,,0,1
20109,12128,8,10.01.2016,,0,1
20110,14174,8,10.01.2016,,0,1
20111,14183,8,10.01.2016,,0,1
20112,14188,8,10.01.2016,,0,1
20113,16515,8,10.01.2016,,0,1
20114,16745,8,10.01.2016,,0,1
20115,17324,8,10.01.2016,,0,1
20116,17703,8,10.01.2016,,0,1
20117,18186,8,10.01.2016,,0,1
20118,59466,8,10.01.2016,,0,1
20119,59957,8,10.01.2016,,0,1
20120,61349,8,10.01.2016,,0,1
20121,62307,8,10.01.2016,,0,1
20122,62488,8,10.01.2016,,0,1
20123,62727,8,10.01.2016,,0,1
20124,62774,8,10.01.2016,,0,1
20125,62806,8,10.01.2016,,0,1
20126,63345,8,10.01.2016,,0,1
20127,63433,8,10.01.2016,,0,1
20128,64149,8,10.01.2016,,0,1
20129,64276,8,10.01.2016,,0,1
20130,64495,8,10.01.2016,,0,1
20131,64550,8,10.01.2016,,0,1
20132,64636,8,10.01.2016,,0,1
20133,64709,8,10.01.2016,,0,1
20134,64716,8,10.01.2016,,0,1
20135,66881,8,10.01.2016,,0,1
20136,66940,8,10.01.2016,,0,1
20137,66985,8,10.01.2016,,0,1
20138,67285,8,10.01.2016,,0,1
20139,68653,8,10.01.2016,,0,1
20140,68953,8,10.01.2016,,0,1
20141,68961,8,10.01.2016,,0,1
20142,69633,8,10.01.2016,,0,1
20143,69637,8,10.01.2016,,0,1
20144,69638,8,10.01.2016,,0,1
20145,69868,8,10.01.2016,,0,1
20146,70089,8,10.01.2016,,0,1
20147,70441,8,10.01.2016,,0,1
20148,423,4,11.01.2016,,1,0
20149,801,4,11.01.2016,,1,0
20150,1020,4,11.01.2016,,1,0
20151,1302,4,11.01.2016,,1,0
20152,4208,4,11.01.2016,,1,0
20153,15228,4,11.01.2016,,1,0
20154,15292,4,11.01.2016,,1,0
20155,16084,4,11.01.2016,,1,0
20156,17557,4,11.01.2016,,1,0
20157,59420,4,11.01.2016,,1,0
20158,59796,4,11.01.2016,,1,0
20159,61076,4,11.01.2016,,1,0
20160,61378,4,11.01.2016,,1,0
20161,61397,4,11.01.2016,,1,0
20162,61566,4,11.01.2016,,1,0
20163,62346,4,11.01.2016,,1,0
20164,63304,4,11.01.2016,,1,0
20165,63800,4,11.01.2016,,1,0
20166,63830,4,11.01.2016,,1,0
20167,63847,4,11.01.2016,,1,0
20168,63858,4,11.01.2016,,1,0
20169,63960,4,11.01.2016,,1,0
20170,64036,4,11.01.2016,,1,0
20171,64532,4,11.01.2016,,1,0
20172,64535,4,11.01.2016,,1,0
20173,64947,4,11.01.2016,,1,0
20174,65910,4,11.01.2016,,1,0
20175,65950,4,11.01.2016,,1,0
20176,66086,4,11.01.2016,,1,0
20177,67332,4,11.01.2016,,1,0
20178,68221,4,11.01.2016,,1,0
20179,68445,4,11.01.2016,,1,0
20180,68737,4,11.01.2016,,1,0
20181,69489,4,11.01.2016,,1,0
20182,70360,4,11.01.2016,,1,0
20183,70362,4,11.01.2016,,1,0
20184,70411,4,11.01.2016,,1,0
20185,458,6,11.01.2016,,1,0
20186,656,6,11.01.2016,,1,0
20187,2547,6,11.01.2016,,1,0
20188,4502,6,11.01.2016,,1,0
20189,4620,6,11.01.2016,,1,0
20190,4820,6,11.01.2016,,1,0
20191,5545,6,11.01.2016,,1,0
20192,5547,6,11.01.2016,,1,0
20193,5583,6,11.01.2016,,1,0
20194,7111,6,11.01.2016,,1,0
20195,13734,6,11.01.2016,,1,0
20196,14370,6,11.01.2016,,1,0
20197,16573,6,11.01.2016,,1,0
20198,16880,6,11.01.2016,,1,0
20199,17070,6,11.01.2016,,1,0
20200,60497,6,11.01.2016,,1,0
20201,60975,6,11.01.2016,,1,0
20202,61943,6,11.01.2016,,1,0
20203,62451,6,11.01.2016,,1,0
20204,64406,6,11.01.2016,,1,0
20205,66686,6,11.01.2016,,1,0
20206,68127,6,11.01.2016,,1,0
20207,68320,6,11.01.2016,,1,0
20208,68760,6,11.01.2016,,1,0
20209,68779,6,11.01.2016,,1,0
20210,69081,6,11.01.2016,,1,0
20211,69082,6,11.01.2016,,1,0
20212,69086,6,11.01.2016,,1,0
20213,69132,6,11.01.2016,,1,0
20214,69135,6,11.01.2016,,1,0
20215,69809,6,11.01.2016,,1,0
20216,69875,6,11.01.2016,,1,0
20217,69876,6,11.01.2016,,1,0
20218,70030,6,11.01.2016,,1,0
20219,70204,6,11.01.2016,,1,0
20220,437,10,11.01.2016,,1,0
20221,611,10,11.01.2016,,1,0
20222,2665,10,11.01.2016,,1,0
20223,3414,10,11.01.2016,,1,0
20224,4139,10,11.01.2016,,1,0
20225,4693,10,11.01.2016,,1,0
20226,4892,10,11.01.2016,,1,0
20227,5393,10,11.01.2016,,1,0
20228,5819,10,11.01.2016,,1,0
20229,5897,10,11.01.2016,,1,0
20230,5941,10,11.01.2016,,1,0
20231,6201,10,11.01.2016,,1,0
20232,6530,10,11.01.2016,,1,0
20233,16550,10,11.01.2016,,1,0
20234,16555,10,11.01.2016,,1,0
20235,17043,10,11.01.2016,,1,0
20236,59529,10,11.01.2016,,1,0
20237,59711,10,11.01.2016,,1,0
20238,61676,10,11.01.2016,,1,0
20239,63287,10,11.01.2016,,1,0
20240,63421,10,11.01.2016,,1,0
20241,63479,10,11.01.2016,,1,0
20242,63603,10,11.01.2016,,1,0
20243,64344,10,11.01.2016,,1,0
20244,65987,10,11.01.2016,,1,0
20245,67562,10,11.01.2016,,1,0
20246,67990,10,11.01.2016,,1,0
20247,68424,10,11.01.2016,,1,0
20248,69171,10,11.01.2016,,1,0
20249,69450,10,11.01.2016,,1,0
20250,69927,10,11.01.2016,,1,0
20251,69973,10,11.01.2016,,1,0
20252,70351,10,11.01.2016,,1,0
20253,412,11,11.01.2016,,1,0
20254,1372,11,11.01.2016,,1,0
20255,4145,11,11.01.2016,,1,0
20256,4270,11,11.01.2016,,1,0
20257,4299,11,11.01.2016,,1,0
20258,5975,11,11.01.2016,,1,0
20259,6352,11,11.01.2016,,1,0
20260,14297,11,11.01.2016,,1,0
20261,59795,11,11.01.2016,,1,0
20262,59797,11,11.01.2016,,1,0
20263,59799,11,11.01.2016,,1,0
20264,59801,11,11.01.2016,,1,0
20265,59803,11,11.01.2016,,1,0
20266,60524,11,11.01.2016,,1,0
20267,63398,11,11.01.2016,,1,0
20268,64839,11,11.01.2016,,1,0
20269,64844,11,11.01.2016,,1,0
20270,66104,11,11.01.2016,,1,0
20271,66433,11,11.01.2016,,1,0
20272,67970,11,11.01.2016,,1,0
20273,68140,11,11.01.2016,,1,0
20274,69570,11,11.01.2016,,1,0
20275,69604,11,11.01.2016,,1,0
20276,69994,11,11.01.2016,,1,0
20277,70045,11,11.01.2016,,1,0
20278,70254,11,11.01.2016,,1,0
20279,511,12,11.01.2016,,1,0
20280,1827,12,11.01.2016,,1,0
20281,6294,12,11.01.2016,,1,0
20282,66975,12,11.01.2016,,1,0
20283,69251,12,11.01.2016,,1,0
20284,69257,12,11.01.2016,,1,0
20285,69263,12,11.01.2016,,1,0
20286,64383,9,11.01.2016,,1,0
20287,3619,8,11.01.2016,,1,0
20288,4474,8,11.01.2016,,1,0
20289,6959,8,11.01.2016,,1,0
20290,10318,8,11.01.2016,,1,0
20291,13572,8,11.01.2016,,1,0
20292,14156,8,11.01.2016,,1,0
20293,17438,8,11.01.2016,,1,0
20294,18280,8,11.01.2016,,1,0
20295,63064,8,11.01.2016,,1,0
20296,64517,8,11.01.2016,,1,0
20297,65395,8,11.01.2016,,1,0
20298,67431,8,11.01.2016,,1,0
20299,67441,8,11.01.2016,,1,0
20300,67981,8,11.01.2016,,1,0
20301,64263,17,11.01.2016,,1,0
20302,64515,17,11.01.2016,,1,0
20303,66500,17,11.01.2016,,1,0
20304,66658,17,11.01.2016,,1,0
20305,66966,17,11.01.2016,,1,0
20306,67225,17,11.01.2016,,1,0
20307,69210,17,11.01.2016,,1,0
20308,69440,17,11.01.2016,,1,0
20309,69461,17,11.01.2016,,1,0
20310,69694,17,11.01.2016,,1,0
20311,423,4,12.01.2016,,1,0
20312,1391,4,12.01.2016,,1,0
20313,3256,4,12.01.2016,,1,0
20314,3364,4,12.01.2016,,1,0
20315,3525,4,12.01.2016,,1,0
20316,13813,4,12.01.2016,,1,0
20317,17301,4,12.01.2016,,1,0
20318,18341,4,12.01.2016,,1,0
20319,59456,4,12.01.2016,,1,0
20320,59478,4,12.01.2016,,1,0
20321,60237,4,12.01.2016,,1,0
20322,61166,4,12.01.2016,,1,0
20323,61167,4,12.01.2016,,1,0
20324,61968,4,12.01.2016,,1,0
20325,62346,4,12.01.2016,,1,0
20326,62435,4,12.01.2016,,1,0
20327,63800,4,12.01.2016,,1,0
20328,63803,4,12.01.2016,,1,0
20329,63825,4,12.01.2016,,1,0
20330,63830,4,12.01.2016,,1,0
20331,63842,4,12.01.2016,,1,0
20332,63886,4,12.01.2016,,1,0
20333,64274,4,12.01.2016,,1,0
20334,64620,4,12.01.2016,,1,0
20335,64976,4,12.01.2016,,1,0
20336,66355,4,12.01.2016,,1,0
20337,66615,4,12.01.2016,,1,0
20338,66632,4,12.01.2016,,1,0
20339,66719,4,12.01.2016,,1,0
20340,66932,4,12.01.2016,,1,0
20341,67074,4,12.01.2016,,1,0
20342,67329,4,12.01.2016,,1,0
20343,67427,4,12.01.2016,,1,0
20344,67460,4,12.01.2016,,1,0
20345,67530,4,12.01.2016,,1,0
20346,68557,4,12.01.2016,,1,0
20347,68954,4,12.01.2016,,1,0
20348,69452,4,12.01.2016,,1,0
20349,70302,4,12.01.2016,,1,0
20350,373,6,12.01.2016,,1,0
20351,375,6,12.01.2016,,1,0
20352,1850,6,12.01.2016,,1,0
20353,3429,6,12.01.2016,,1,0
20354,3854,6,12.01.2016,,1,0
20355,3855,6,12.01.2016,,1,0
20356,4122,6,12.01.2016,,1,0
20357,4260,6,12.01.2016,,1,0
20358,4508,6,12.01.2016,,1,0
20359,5512,6,12.01.2016,,1,0
20360,5518,6,12.01.2016,,1,0
20361,5522,6,12.01.2016,,1,0
20362,5564,6,12.01.2016,,1,0
20363,5565,6,12.01.2016,,1,0
20364,5602,6,12.01.2016,,1,0
20365,16879,6,12.01.2016,,1,0
20366,16890,6,12.01.2016,,1,0
20367,59974,6,12.01.2016,,1,0
20368,60901,6,12.01.2016,,1,0
20369,62859,6,12.01.2016,,1,0
20370,65245,6,12.01.2016,,1,0
20371,65454,6,12.01.2016,,1,0
20372,66913,6,12.01.2016,,1,0
20373,67117,6,12.01.2016,,1,0
20374,68482,6,12.01.2016,,1,0
20375,68741,6,12.01.2016,,1,0
20376,68845,6,12.01.2016,,1,0
20377,68932,6,12.01.2016,,1,0
20378,69159,6,12.01.2016,,1,0
20379,69163,6,12.01.2016,,1,0
20380,69421,6,12.01.2016,,1,0
20381,467,10,12.01.2016,,1,0
20382,637,10,12.01.2016,,1,0
20383,1676,10,12.01.2016,,1,0
20384,1759,10,12.01.2016,,1,0
20385,2517,10,12.01.2016,,1,0
20386,2536,10,12.01.2016,,1,0
20387,2958,10,12.01.2016,,1,0
20388,3300,10,12.01.2016,,1,0
20389,3387,10,12.01.2016,,1,0
20390,3829,10,12.01.2016,,1,0
20391,3969,10,12.01.2016,,1,0
20392,5642,10,12.01.2016,,1,0
20393,6585,10,12.01.2016,,1,0
20394,12589,10,12.01.2016,,1,0
20395,16682,10,12.01.2016,,1,0
20396,16812,10,12.01.2016,,1,0
20397,17313,10,12.01.2016,,1,0
20398,59546,10,12.01.2016,,1,0
20399,62183,10,12.01.2016,,1,0
20400,62400,10,12.01.2016,,1,0
20401,63646,10,12.01.2016,,1,0
20402,64668,10,12.01.2016,,1,0
20403,65903,10,12.01.2016,,1,0
20404,67295,10,12.01.2016,,1,0
20405,68269,10,12.01.2016,,1,0
20406,68988,10,12.01.2016,,1,0
20407,69187,10,12.01.2016,,1,0
20408,69583,10,12.01.2016,,1,0
20409,69618,10,12.01.2016,,1,0
20410,69987,10,12.01.2016,,1,0
20411,69996,10,12.01.2016,,1,0
20412,70374,10,12.01.2016,,1,0
20413,838,11,12.01.2016,,1,0
20414,1176,11,12.01.2016,,1,0
20415,1297,11,12.01.2016,,1,0
20416,1363,11,12.01.2016,,1,0
20417,1773,11,12.01.2016,,1,0
20418,4394,11,12.01.2016,,1,0
20419,4396,11,12.01.2016,,1,0
20420,4856,11,12.01.2016,,1,0
20421,5375,11,12.01.2016,,1,0
20422,6688,11,12.01.2016,,1,0
20423,13850,11,12.01.2016,,1,0
20424,16477,11,12.01.2016,,1,0
20425,16792,11,12.01.2016,,1,0
20426,60241,11,12.01.2016,,1,0
20427,60968,11,12.01.2016,,1,0
20428,64063,11,12.01.2016,,1,0
20429,64139,11,12.01.2016,,1,0
20430,66004,11,12.01.2016,,1,0
20431,66666,11,12.01.2016,,1,0
20432,67305,11,12.01.2016,,1,0
20433,67327,11,12.01.2016,,1,0
20434,67356,11,12.01.2016,,1,0
20435,67943,11,12.01.2016,,1,0
20436,68215,11,12.01.2016,,1,0
20437,68243,11,12.01.2016,,1,0
20438,68847,11,12.01.2016,,1,0
20439,69131,11,12.01.2016,,1,0
20440,69315,11,12.01.2016,,1,0
20441,69317,11,12.01.2016,,1,0
20442,69513,11,12.01.2016,,1,0
20443,69571,11,12.01.2016,,1,0
20444,69611,11,12.01.2016,,1,0
20445,69852,11,12.01.2016,,1,0
20446,69937,11,12.01.2016,,1,0
20447,69995,11,12.01.2016,,1,0
20448,70044,11,12.01.2016,,1,0
20449,418,12,12.01.2016,,1,0
20450,3593,12,12.01.2016,,1,0
20451,4566,12,12.01.2016,,1,0
20452,5825,12,12.01.2016,,1,0
20453,6173,12,12.01.2016,,1,0
20454,64910,12,12.01.2016,,1,0
20455,65459,12,12.01.2016,,1,0
20456,66243,12,12.01.2016,,1,0
20457,68167,12,12.01.2016,,1,0
20458,69260,12,12.01.2016,,1,0
20459,69283,12,12.01.2016,,1,0
20460,69289,12,12.01.2016,,1,0
20461,69936,12,12.01.2016,,1,0
20462,224,9,12.01.2016,,1,0
20463,1440,9,12.01.2016,,1,0
20464,3136,9,12.01.2016,,1,0
20465,4493,9,12.01.2016,,1,0
20466,6157,9,12.01.2016,,1,0
20467,10270,9,12.01.2016,,1,0
20468,62570,9,12.01.2016,,1,0
20469,63791,9,12.01.2016,,1,0
20470,64091,9,12.01.2016,,1,0
20471,66781,9,12.01.2016,,1,0
20472,70223,9,12.01.2016,,1,0
20473,581,8,12.01.2016,,1,0
20474,922,8,12.01.2016,,1,0
20475,1621,8,12.01.2016,,1,0
20476,2527,8,12.01.2016,,1,0
20477,3537,8,12.01.2016,,1,0
20478,3720,8,12.01.2016,,1,0
20479,4181,8,12.01.2016,,1,0
20480,4628,8,12.01.2016,,1,0
20481,5043,8,12.01.2016,,1,0
20482,5572,8,12.01.2016,,1,0
20483,5578,8,12.01.2016,,1,0
20484,5915,8,12.01.2016,,1,0
20485,6634,8,12.01.2016,,1,0
20486,6959,8,12.01.2016,,1,0
20487,9216,8,12.01.2016,,1,0
20488,13137,8,12.01.2016,,1,0
20489,13139,8,12.01.2016,,1,0
20490,13206,8,12.01.2016,,1,0
20491,13990,8,12.01.2016,,1,0
20492,13998,8,12.01.2016,,1,0
20493,16584,8,12.01.2016,,1,0
20494,16610,8,12.01.2016,,1,0
20495,16752,8,12.01.2016,,1,0
20496,17126,8,12.01.2016,,1,0
20497,18104,8,12.01.2016,,1,0
20498,61223,8,12.01.2016,,1,0
20499,61224,8,12.01.2016,,1,0
20500,65350,8,12.01.2016,,0,1
20501,67096,8,12.01.2016,,1,0
20502,68929,8,12.01.2016,,1,0
20503,69001,8,12.01.2016,,1,0
20504,69026,8,12.01.2016,,1,0
20505,69700,8,12.01.2016,,1,0
20506,69882,8,12.01.2016,,1,0
20507,3668,15,12.01.2016,,1,0
20508,63677,15,12.01.2016,,1,0
20509,63552,17,12.01.2016,,1,0
20510,63656,17,12.01.2016,,1,0
20511,63763,17,12.01.2016,,1,0
20512,63908,17,12.01.2016,,1,0
20513,64699,17,12.01.2016,,1,0
20514,65415,17,12.01.2016,,1,0
20515,66241,17,12.01.2016,,1,0
20516,66555,17,12.01.2016,,1,0
20517,67094,17,12.01.2016,,1,0
20518,67316,17,12.01.2016,,1,0
20519,68955,17,12.01.2016,,1,0
20520,69440,17,12.01.2016,,1,0
20521,69464,17,12.01.2016,,1,0
20522,69465,17,12.01.2016,,1,0
20523,69757,17,12.01.2016,,1,0
20524,849,4,13.01.2016,,1,0
20525,3163,4,13.01.2016,,1,0
20526,3486,4,13.01.2016,,1,0
20527,3949,4,13.01.2016,,1,0
20528,4058,4,13.01.2016,,1,0
20529,5425,4,13.01.2016,,1,0
20530,16884,4,13.01.2016,,1,0
20531,59414,4,13.01.2016,,1,0
20532,60918,4,13.01.2016,,1,0
20533,61083,4,13.01.2016,,1,0
20534,63619,4,13.01.2016,,1,0
20535,63800,4,13.01.2016,,1,0
20536,63841,4,13.01.2016,,1,0
20537,63855,4,13.01.2016,,1,0
20538,63882,4,13.01.2016,,1,0
20539,63892,4,13.01.2016,,1,0
20540,63936,4,13.01.2016,,1,0
20541,64011,4,13.01.2016,,1,0
20542,64015,4,13.01.2016,,1,0
20543,64567,4,13.01.2016,,1,0
20544,65473,4,13.01.2016,,1,0
20545,65557,4,13.01.2016,,1,0
20546,66079,4,13.01.2016,,1,0
20547,66245,4,13.01.2016,,1,0
20548,66619,4,13.01.2016,,1,0
20549,66988,4,13.01.2016,,1,0
20550,68525,4,13.01.2016,,1,0
20551,69182,4,13.01.2016,,1,0
20552,69660,4,13.01.2016,,1,0
20553,4645,6,13.01.2016,,1,0
20554,5545,6,13.01.2016,,1,0
20555,5547,6,13.01.2016,,1,0
20556,5548,6,13.01.2016,,1,0
20557,16433,6,13.01.2016,,1,0
20558,16892,6,13.01.2016,,1,0
20559,18292,6,13.01.2016,,1,0
20560,65906,6,13.01.2016,,1,0
20561,68734,6,13.01.2016,,1,0
20562,68740,6,13.01.2016,,1,0
20563,68745,6,13.01.2016,,1,0
20564,68917,6,13.01.2016,,1,0
20565,69146,6,13.01.2016,,1,0
20566,69421,6,13.01.2016,,1,0
20567,390,10,13.01.2016,,1,0
20568,687,10,13.01.2016,,1,0
20569,2478,10,13.01.2016,,1,0
20570,2685,10,13.01.2016,,1,0
20571,3415,10,13.01.2016,,1,0
20572,3981,10,13.01.2016,,1,0
20573,3982,10,13.01.2016,,1,0
20574,5501,10,13.01.2016,,1,0
20575,5670,10,13.01.2016,,1,0
20576,6282,10,13.01.2016,,1,0
20577,13798,10,13.01.2016,,1,0
20578,13799,10,13.01.2016,,1,0
20579,16553,10,13.01.2016,,1,0
20580,16555,10,13.01.2016,,1,0
20581,17334,10,13.01.2016,,1,0
20582,17607,10,13.01.2016,,1,0
20583,18213,10,13.01.2016,,1,0
20584,60964,10,13.01.2016,,1,0
20585,61977,10,13.01.2016,,1,0
20586,63385,10,13.01.2016,,1,0
20587,63571,10,13.01.2016,,1,0
20588,63736,10,13.01.2016,,1,0
20589,66129,10,13.01.2016,,1,0
20590,66510,10,13.01.2016,,1,0
20591,68240,10,13.01.2016,,1,0
20592,68316,10,13.01.2016,,1,0
20593,68916,10,13.01.2016,,1,0
20594,69313,10,13.01.2016,,1,0
20595,70339,10,13.01.2016,,1,0
20596,70357,10,13.01.2016,,1,0
20597,184,11,13.01.2016,,1,0
20598,208,11,13.01.2016,,1,0
20599,329,11,13.01.2016,,1,0
20600,1372,11,13.01.2016,,1,0
20601,4572,11,13.01.2016,,1,0
20602,12334,11,13.01.2016,,1,0
20603,14297,11,13.01.2016,,1,0
20604,17394,11,13.01.2016,,1,0
20605,17395,11,13.01.2016,,1,0
20606,59871,11,13.01.2016,,1,0
20607,60224,11,13.01.2016,,1,0
20608,66081,11,13.01.2016,,1,0
20609,66661,11,13.01.2016,,1,0
20610,67324,11,13.01.2016,,1,0
20611,68093,11,13.01.2016,,1,0
20612,68251,11,13.01.2016,,1,0
20613,69602,11,13.01.2016,,1,0
20614,69994,11,13.01.2016,,1,0
20615,1818,12,13.01.2016,,1,0
20616,1828,12,13.01.2016,,1,0
20617,2466,12,13.01.2016,,1,0
20618,3609,12,13.01.2016,,1,0
20619,3926,12,13.01.2016,,1,0
20620,5413,12,13.01.2016,,1,0
20621,5914,12,13.01.2016,,1,0
20622,63303,12,13.01.2016,,1,0
20623,63390,12,13.01.2016,,1,0
20624,63534,12,13.01.2016,,1,0
20625,64910,12,13.01.2016,,1,0
20626,66642,12,13.01.2016,,1,0
20627,66727,12,13.01.2016,,1,0
20628,67114,12,13.01.2016,,1,0
20629,68272,12,13.01.2016,,1,0
20630,68364,12,13.01.2016,,1,0
20631,69139,12,13.01.2016,,1,0
20632,69255,12,13.01.2016,,1,0
20633,69261,12,13.01.2016,,1,0
20634,69262,12,13.01.2016,,1,0
20635,69276,12,13.01.2016,,1,0
20636,69279,12,13.01.2016,,1,0
20637,69282,12,13.01.2016,,1,0
20638,69297,12,13.01.2016,,1,0
20639,69322,12,13.01.2016,,1,0
20640,69323,12,13.01.2016,,1,0
20641,69342,12,13.01.2016,,1,0
20642,69345,12,13.01.2016,,1,0
20643,69348,12,13.01.2016,,1,0
20644,69359,12,13.01.2016,,1,0
20645,69361,12,13.01.2016,,1,0
20646,69374,12,13.01.2016,,1,0
20647,69376,12,13.01.2016,,1,0
20648,69381,12,13.01.2016,,1,0
20649,69494,12,13.01.2016,,1,0
20650,69496,12,13.01.2016,,1,0
20651,69756,12,13.01.2016,,1,0
20652,70221,12,13.01.2016,,1,0
20653,3492,9,13.01.2016,,1,0
20654,61942,9,13.01.2016,,1,0
20655,64383,9,13.01.2016,,1,0
20656,64390,9,13.01.2016,,1,0
20657,836,8,13.01.2016,,1,0
20658,1179,8,13.01.2016,,1,0
20659,2994,8,13.01.2016,,1,0
20660,3323,8,13.01.2016,,1,0
20661,3507,8,13.01.2016,,1,0
20662,3606,8,13.01.2016,,1,0
20663,3647,8,13.01.2016,,1,0
20664,4104,8,13.01.2016,,1,0
20665,10730,8,13.01.2016,,1,0
20666,13589,8,13.01.2016,,1,0
20667,14175,8,13.01.2016,,1,0
20668,14181,8,13.01.2016,,1,0
20669,14182,8,13.01.2016,,1,0
20670,14189,8,13.01.2016,,1,0
20671,14191,8,13.01.2016,,1,0
20672,14193,8,13.01.2016,,1,0
20673,14194,8,13.01.2016,,1,0
20674,14195,8,13.01.2016,,1,0
20675,14196,8,13.01.2016,,1,0
20676,14197,8,13.01.2016,,1,0
20677,14198,8,13.01.2016,,1,0
20678,14207,8,13.01.2016,,1,0
20679,14212,8,13.01.2016,,1,0
20680,14213,8,13.01.2016,,1,0
20681,14214,8,13.01.2016,,1,0
20682,14301,8,13.01.2016,,1,0
20683,17438,8,13.01.2016,,1,0
20684,59577,8,13.01.2016,,1,0
20685,61011,8,13.01.2016,,1,0
20686,62118,8,13.01.2016,,1,0
20687,62886,8,13.01.2016,,1,0
20688,64419,8,13.01.2016,,1,0
20689,64785,8,13.01.2016,,1,0
20690,66672,8,13.01.2016,,1,0
20691,67096,8,13.01.2016,,1,0
20692,68806,8,13.01.2016,,1,0
20693,68957,8,13.01.2016,,1,0
20694,69006,8,13.01.2016,,1,0
20695,69493,8,13.01.2016,,1,0
20696,69873,8,13.01.2016,,1,0
20697,70133,8,13.01.2016,,1,0
20698,70137,8,13.01.2016,,1,0
20699,70139,8,13.01.2016,,1,0
20700,70328,8,13.01.2016,,1,0
20701,3668,15,13.01.2016,,1,0
20702,3669,15,13.01.2016,,1,0
20703,3670,15,13.01.2016,,1,0
20704,3671,15,13.01.2016,,1,0
20705,3672,15,13.01.2016,,1,0
20706,3677,15,13.01.2016,,1,0
20707,3678,15,13.01.2016,,1,0
20708,63941,17,13.01.2016,,1,0
20709,64649,17,13.01.2016,,1,0
20710,66338,17,13.01.2016,,1,0
20711,67076,17,13.01.2016,,1,0
20712,69778,17,13.01.2016,,1,0
20713,849,4,14.01.2016,,1,0
20714,3163,4,14.01.2016,,1,0
20715,3486,4,14.01.2016,,1,0
20716,6393,4,14.01.2016,,1,0
20717,6478,4,14.01.2016,,1,0
20718,13089,4,14.01.2016,,1,0
20719,14655,4,14.01.2016,,1,0
20720,15025,4,14.01.2016,,1,0
20721,15207,4,14.01.2016,,1,0
20722,15508,4,14.01.2016,,1,0
20723,15615,4,14.01.2016,,1,0
20724,60601,4,14.01.2016,,1,0
20725,61166,4,14.01.2016,,1,0
20726,61167,4,14.01.2016,,1,0
20727,62435,4,14.01.2016,,1,0
20728,63833,4,14.01.2016,,1,0
20729,63841,4,14.01.2016,,1,0
20730,63843,4,14.01.2016,,1,0
20731,63855,4,14.01.2016,,1,0
20732,63868,4,14.01.2016,,1,0
20733,63882,4,14.01.2016,,1,0
20734,63892,4,14.01.2016,,1,0
20735,63900,4,14.01.2016,,1,0
20736,64015,4,14.01.2016,,1,0
20737,64489,4,14.01.2016,,1,0
20738,64532,4,14.01.2016,,1,0
20739,64535,4,14.01.2016,,1,0
20740,65303,4,14.01.2016,,1,0
20741,65473,4,14.01.2016,,1,0
20742,66552,4,14.01.2016,,1,0
20743,66632,4,14.01.2016,,1,0
20744,67905,4,14.01.2016,,1,0
20745,68469,4,14.01.2016,,1,0
20746,68954,4,14.01.2016,,1,0
20747,69432,4,14.01.2016,,1,0
20748,69660,4,14.01.2016,,1,0
20749,458,6,14.01.2016,,1,0
20750,1859,6,14.01.2016,,1,0
20751,2742,6,14.01.2016,,1,0
20752,3770,6,14.01.2016,,1,0
20753,3818,6,14.01.2016,,1,0
20754,4260,6,14.01.2016,,1,0
20755,5663,6,14.01.2016,,1,0
20756,6505,6,14.01.2016,,1,0
20757,13734,6,14.01.2016,,1,0
20758,61009,6,14.01.2016,,1,0
20759,61355,6,14.01.2016,,1,0
20760,61663,6,14.01.2016,,1,0
20761,61664,6,14.01.2016,,1,0
20762,61667,6,14.01.2016,,1,0
20763,62451,6,14.01.2016,,1,0
20764,63024,6,14.01.2016,,1,0
20765,63675,6,14.01.2016,,1,0
20766,64288,6,14.01.2016,,1,0
20767,64664,6,14.01.2016,,1,0
20768,65245,6,14.01.2016,,1,0
20769,66020,6,14.01.2016,,1,0
20770,66801,6,14.01.2016,,1,0
20771,68156,6,14.01.2016,,1,0
20772,68745,6,14.01.2016,,1,0
20773,68937,6,14.01.2016,,1,0
20774,68940,6,14.01.2016,,1,0
