id,wk,N wk,idFilial,KanalDB,idSubGrp,value
2568,201616,119,4,2,5,84360.0
2569,201617,120,4,2,5,88160.0
2570,201618,121,4,2,5,82080.0
2571,201619,122,4,2,5,34200.0
2572,201620,123,4,2,5,31160.0
2573,201621,124,4,2,5,41800.0
2574,201622,125,4,2,5,37240.0
2575,201623,126,4,2,5,107920.0
2576,201624,127,4,2,5,87400.0
2577,201625,128,4,2,5,69920.0
2578,201626,129,4,2,5,57760.0
2579,201627,130,4,2,5,109820.0
2580,201628,131,4,2,5,92720.0
2581,201629,132,4,2,5,67640.0
2582,201630,133,4,2,5,129960.0
2583,201631,134,4,2,5,83600.0
2584,201632,135,4,2,5,79040.0
2585,201633,136,4,2,5,120840.0
2586,201634,137,4,2,5,88920.0
2587,201635,138,4,2,5,40280.0
2588,201636,139,4,2,5,107920.0
2589,201637,140,4,2,5,29640.0
2590,201638,141,4,2,5,96520.0
2591,201639,142,4,2,5,47120.0
2592,201640,143,4,2,5,50920.0
2593,201641,144,4,2,5,109440.0
2594,201642,145,4,2,5,40280.0
2595,201643,146,4,2,5,85120.0
2596,201644,147,4,2,5,61560.0
2597,201645,148,4,2,5,113240.0
2598,201646,149,4,2,5,80560.0
2599,201647,150,4,2,5,45600.0
2600,201648,151,4,2,5,63840.0
2601,201649,152,4,2,5,120840.0
2602,201650,153,4,2,5,63840.0
2603,201651,154,4,2,5,160360.0
2604,201652,155,4,2,5,104120.0
2605,201653,156,4,2,5,100700.0
2606,201702,157,4,2,5,14440.0
2607,201703,158,4,2,5,60040.0
2608,201704,159,4,2,5,83600.0
2609,201705,160,4,2,5,119320.0
2610,201706,161,4,2,5,55480.0
2611,201707,162,4,2,5,153520.0
2612,201708,163,4,2,5,98040.0
2613,201709,164,4,2,5,133760.0
2614,201710,165,4,2,5,85120.0
2615,201711,166,4,2,5,90440.0
2616,201712,167,4,2,5,62320.0
2617,201713,168,4,2,5,145920.0
2618,201714,169,4,2,5,139080.0
2619,201715,170,4,2,5,100320.0
2620,201716,171,4,2,5,33440.0
2621,201717,172,4,2,5,60040.0
2622,201718,173,4,2,5,38000.0
2623,201719,174,4,2,5,60800.0
2624,201720,175,4,2,5,202920.0
2625,201721,176,4,2,5,64600.0
2626,201722,177,4,2,5,128440.0
2627,201723,178,4,2,5,122360.0
2628,201724,179,4,2,5,118560.0
2629,201725,180,4,2,5,120840.0
2630,201726,181,4,2,5,48640.0
2631,201727,182,4,2,5,145160.0
2632,201728,183,4,2,5,102600.0
2633,201402,2,4,2,6,1632.0
2634,201403,3,4,2,6,49776.0
2635,201404,4,4,2,6,17340.0
2636,201405,5,4,2,6,9792.0
2637,201406,6,4,2,6,23256.0
2638,201407,7,4,2,6,36516.0
2639,201408,8,4,2,6,16524.0
2640,201409,9,4,2,6,29784.0
2641,201410,10,4,2,6,20808.0
2642,201411,11,4,2,6,23664.0
2643,201412,12,4,2,6,56304.0
2644,201413,13,4,2,6,34272.0
2645,201414,14,4,2,6,51000.0
2646,201415,15,4,2,6,47328.0
2647,201416,16,4,2,6,15504.0
2648,201417,17,4,2,6,5712.0
2649,201418,18,4,2,6,29784.0
2650,201419,19,4,2,6,24072.0
2651,201420,20,4,2,6,29784.0
2652,201421,21,4,2,6,12648.0
2653,201422,22,4,2,6,16728.0
2654,201423,23,4,2,6,8364.0
2655,201424,24,4,2,6,10812.0
2656,201425,25,4,2,6,64260.0
2657,201426,26,4,2,6,15504.0
2658,201427,27,4,2,6,52224.0
2659,201428,28,4,2,6,27132.0
2660,201429,29,4,2,6,31620.0
2661,201430,30,4,2,6,23664.0
2662,201431,31,4,2,6,31824.0
2663,201432,32,4,2,6,16116.0
2664,201433,33,4,2,6,25500.0
2665,201434,34,4,2,6,21216.0
2666,201435,35,4,2,6,44880.0
2667,201436,36,4,2,6,27948.0
2668,201437,37,4,2,6,28560.0
2669,201438,38,4,2,6,54468.0
2670,201439,39,4,2,6,26112.0
2671,201440,40,4,2,6,15504.0
2672,201441,41,4,2,6,21828.0
2673,201442,42,4,2,6,23868.0
2674,201443,43,4,2,6,6120.0
2675,201444,44,4,2,6,99552.0
2676,201445,45,4,2,6,5712.0
2677,201446,46,4,2,6,12240.0
2678,201447,47,4,2,6,24684.0
2679,201448,48,4,2,6,63648.0
2680,201449,49,4,2,6,23052.0
2681,201450,50,4,2,6,25296.0
2682,201451,51,4,2,6,24888.0
2683,201452,52,4,2,6,43452.0
2684,201453,53,4,2,6,8364.0
2685,201503,54,4,2,6,12036.0
2686,201504,55,4,2,6,23256.0
2687,201505,56,4,2,6,16932.0
2688,201506,57,4,2,6,18360.0
2689,201507,58,4,2,6,17544.0
2690,201508,59,4,2,6,6936.0
2691,201509,60,4,2,6,18768.0
2692,201510,61,4,2,6,9384.0
2693,201511,62,4,2,6,16728.0
2694,201512,63,4,2,6,7344.0
2695,201513,64,4,2,6,6936.0
2696,201514,65,4,2,6,34884.0
2697,201515,66,4,2,6,10200.0
2698,201516,67,4,2,6,4284.0
2699,201517,68,4,2,6,1632.0
2700,201518,69,4,2,6,1632.0
2701,201519,70,4,2,6,6528.0
2702,201520,71,4,2,6,2448.0
2703,201521,72,4,2,6,7752.0
2704,201522,73,4,2,6,70992.0
2705,201523,74,4,2,6,25092.0
2706,201524,75,4,2,6,8976.0
2707,201525,76,4,2,6,18360.0
2708,201526,77,4,2,6,20400.0
2709,201527,78,4,2,6,26316.0
2710,201528,79,4,2,6,204.0
2711,201529,80,4,2,6,8772.0
2712,201530,81,4,2,6,28356.0
2713,201531,82,4,2,6,14076.0
2714,201532,83,4,2,6,7752.0
2715,201533,84,4,2,6,32640.0
2716,201534,85,4,2,6,9384.0
2717,201535,86,4,2,6,31008.0
2718,201536,87,4,2,6,4080.0
2719,201537,88,4,2,6,4488.0
2720,201538,89,4,2,6,64872.0
2721,201539,90,4,2,6,12852.0
2722,201540,91,4,2,6,2244.0
2723,201541,92,4,2,6,5712.0
2724,201542,93,4,2,6,13464.0
2725,201543,94,4,2,6,18360.0
2726,201544,95,4,2,6,3672.0
2727,201545,96,4,2,6,66096.0
2728,201546,97,4,2,6,9384.0
2729,201547,98,4,2,6,7548.0
2730,201548,99,4,2,6,15708.0
2731,201549,100,4,2,6,15096.0
2732,201550,101,4,2,6,64668.0
2733,201551,102,4,2,6,10200.0
2734,201552,103,4,2,6,59568.0
2735,201553,104,4,2,6,11424.0
2736,201603,106,4,2,6,8976.0
2737,201604,107,4,2,6,24888.0
2738,201605,108,4,2,6,12240.0
2739,201606,109,4,2,6,15096.0
2740,201607,110,4,2,6,4896.0
2741,201609,112,4,2,6,12240.0
2742,201610,113,4,2,6,33048.0
2743,201611,114,4,2,6,8568.0
2744,201612,115,4,2,6,2448.0
2745,201613,116,4,2,6,7344.0
2746,201614,117,4,2,6,21012.0
2747,201615,118,4,2,6,7752.0
2748,201616,119,4,2,6,26520.0
2749,201617,120,4,2,6,23256.0
2750,201618,121,4,2,6,12240.0
2751,201619,122,4,2,6,9588.0
2752,201620,123,4,2,6,8976.0
2753,201621,124,4,2,6,8364.0
2754,201622,125,4,2,6,408.0
2755,201623,126,4,2,6,12648.0
2756,201624,127,4,2,6,12648.0
2757,201625,128,4,2,6,20604.0
2758,201626,129,4,2,6,11832.0
2759,201627,130,4,2,6,23664.0
2760,201628,131,4,2,6,21624.0
2761,201629,132,4,2,6,8160.0
2762,201630,133,4,2,6,19584.0
2763,201631,134,4,2,6,8160.0
2764,201632,135,4,2,6,33864.0
2765,201633,136,4,2,6,22440.0
2766,201634,137,4,2,6,13872.0
2767,201635,138,4,2,6,15096.0
2768,201636,139,4,2,6,10608.0
2769,201637,140,4,2,6,6528.0
2770,201638,141,4,2,6,19380.0
2771,201639,142,4,2,6,24480.0
2772,201640,143,4,2,6,7752.0
2773,201641,144,4,2,6,16932.0
2774,201642,145,4,2,6,4080.0
2775,201643,146,4,2,6,13056.0
2776,201644,147,4,2,6,5304.0
2777,201645,148,4,2,6,1632.0
2778,201646,149,4,2,6,24888.0
2779,201647,150,4,2,6,10200.0
2780,201648,151,4,2,6,12852.0
2781,201649,152,4,2,6,20196.0
2782,201650,153,4,2,6,16728.0
2783,201651,154,4,2,6,42432.0
2784,201652,155,4,2,6,46104.0
2785,201653,156,4,2,6,23052.0
2786,201702,157,4,2,6,8976.0
2787,201703,158,4,2,6,14892.0
2788,201704,159,4,2,6,34476.0
2789,201705,160,4,2,6,20808.0
2790,201706,161,4,2,6,7344.0
2791,201707,162,4,2,6,40596.0
2792,201708,163,4,2,6,22032.0
2793,201709,164,4,2,6,26520.0
2794,201710,165,4,2,6,31620.0
2795,201711,166,4,2,6,14688.0
2796,201712,167,4,2,6,24480.0
2797,201713,168,4,2,6,46104.0
2798,201714,169,4,2,6,60384.0
2799,201715,170,4,2,6,39372.0
2800,201716,171,4,2,6,30192.0
2801,201717,172,4,2,6,19584.0
2802,201718,173,4,2,6,25704.0
2803,201719,174,4,2,6,24276.0
2804,201720,175,4,2,6,64056.0
2805,201721,176,4,2,6,21420.0
2806,201722,177,4,2,6,45084.0
2807,201723,178,4,2,6,66300.0
2808,201724,179,4,2,6,21624.0
2809,201725,180,4,2,6,50592.0
2810,201726,181,4,2,6,21420.0
2811,201727,182,4,2,6,54264.0
2812,201728,183,4,2,6,62220.0
2813,201403,3,4,2,2,23760.0
2814,201404,4,4,2,2,6480.0
2815,201405,5,4,2,2,19440.0
2816,201407,7,4,2,2,12960.0
2817,201408,8,4,2,2,10908.0
2818,201409,9,4,2,2,8640.0
2819,201410,10,4,2,2,2160.0
2820,201411,11,4,2,2,12960.0
2821,201412,12,4,2,2,13392.0
2822,201413,13,4,2,2,6480.0
2823,201414,14,4,2,2,1080.0
2824,201415,15,4,2,2,10800.0
2825,201416,16,4,2,2,13284.0
2826,201417,17,4,2,2,29160.0
2827,201418,18,4,2,2,6480.0
2828,201419,19,4,2,2,8640.0
2829,201420,20,4,2,2,36180.0
2830,201421,21,4,2,2,20520.0
2831,201422,22,4,2,2,4320.0
2832,201423,23,4,2,2,16200.0
2833,201424,24,4,2,2,2160.0
2834,201425,25,4,2,2,42660.0
2835,201426,26,4,2,2,17280.0
2836,201427,27,4,2,2,17280.0
2837,201428,28,4,2,2,8532.0
2838,201429,29,4,2,2,27108.0
2839,201430,30,4,2,2,17820.0
2840,201431,31,4,2,2,4320.0
2841,201432,32,4,2,2,14040.0
2842,201434,34,4,2,2,5508.0
2843,201435,35,4,2,2,6480.0
2844,201436,36,4,2,2,10800.0
2845,201437,37,4,2,2,49680.0
2846,201438,38,4,2,2,11340.0
2847,201439,39,4,2,2,28080.0
2848,201440,40,4,2,2,8640.0
2849,201441,41,4,2,2,2916.0
2850,201442,42,4,2,2,15984.0
2851,201443,43,4,2,2,17820.0
2852,201444,44,4,2,2,2160.0
2853,201445,45,4,2,2,2160.0
2854,201446,46,4,2,2,4320.0
2855,201447,47,4,2,2,8640.0
2856,201448,48,4,2,2,21924.0
2857,201449,49,4,2,2,16416.0
2858,201450,50,4,2,2,22680.0
2859,201451,51,4,2,2,8964.0
2860,201452,52,4,2,2,4320.0
2861,201453,53,4,2,2,2160.0
2862,201503,54,4,2,2,1080.0
2863,201504,55,4,2,2,0.0
2864,201505,56,4,2,2,10800.0
2865,201506,57,4,2,2,10800.0
2866,201507,58,4,2,2,6480.0
2867,201508,59,4,2,2,11232.0
2868,201509,60,4,2,2,2160.0
2869,201510,61,4,2,2,2160.0
2870,201512,63,4,2,2,15120.0
2871,201513,64,4,2,2,3240.0
2872,201514,65,4,2,2,14688.0
2873,201515,66,4,2,2,4320.0
2874,201516,67,4,2,2,8640.0
2875,201518,69,4,2,2,2160.0
2876,201519,70,4,2,2,8640.0
2877,201520,71,4,2,2,5400.0
2878,201521,72,4,2,2,4320.0
2879,201522,73,4,2,2,6912.0
2880,201523,74,4,2,2,6480.0
2881,201524,75,4,2,2,2160.0
2882,201525,76,4,2,2,4320.0
2883,201526,77,4,2,2,6480.0
2884,201527,78,4,2,2,54000.0
2885,201528,79,4,2,2,15120.0
2886,201529,80,4,2,2,30240.0
2887,201530,81,4,2,2,6480.0
2888,201531,82,4,2,2,25920.0
2889,201532,83,4,2,2,11880.0
2890,201533,84,4,2,2,8640.0
2891,201534,85,4,2,2,22464.0
2892,201535,86,4,2,2,17280.0
2893,201536,87,4,2,2,8640.0
2894,201537,88,4,2,2,8640.0
2895,201538,89,4,2,2,250560.0
2896,201539,90,4,2,2,15768.0
2897,201540,91,4,2,2,28080.0
2898,201541,92,4,2,2,4320.0
2899,201542,93,4,2,2,7020.0
2900,201543,94,4,2,2,8640.0
2901,201544,95,4,2,2,4320.0
2902,201545,96,4,2,2,45360.0
2903,201546,97,4,2,2,4320.0
2904,201547,98,4,2,2,4320.0
2905,201548,99,4,2,2,2160.0
2906,201549,100,4,2,2,4320.0
2907,201550,101,4,2,2,30240.0
2908,201551,102,4,2,2,2160.0
2909,201552,103,4,2,2,79920.0
2910,201553,104,4,2,2,11988.0
2911,201603,106,4,2,2,6480.0
2912,201604,107,4,2,2,17280.0
2913,201605,108,4,2,2,6480.0
2914,201606,109,4,2,2,10800.0
2915,201607,110,4,2,2,4320.0
2916,201608,111,4,2,2,8640.0
2917,201609,112,4,2,2,4320.0
2918,201610,113,4,2,2,6480.0
2919,201613,116,4,2,2,10800.0
2920,201614,117,4,2,2,16200.0
2921,201615,118,4,2,2,15120.0
2922,201616,119,4,2,2,6480.0
2923,201617,120,4,2,2,10800.0
2924,201618,121,4,2,2,12960.0
2925,201619,122,4,2,2,4320.0
2926,201621,124,4,2,2,2160.0
2927,201622,125,4,2,2,6480.0
2928,201623,126,4,2,2,11340.0
2929,201624,127,4,2,2,11880.0
2930,201625,128,4,2,2,11340.0
2931,201626,129,4,2,2,10800.0
2932,201627,130,4,2,2,12960.0
2933,201628,131,4,2,2,8640.0
2934,201629,132,4,2,2,10800.0
2935,201630,133,4,2,2,18900.0
2936,201631,134,4,2,2,6480.0
2937,201632,135,4,2,2,25380.0
2938,201633,136,4,2,2,12960.0
2939,201634,137,4,2,2,17280.0
2940,201635,138,4,2,2,10800.0
2941,201636,139,4,2,2,324.0
2942,201637,140,4,2,2,2160.0
2943,201638,141,4,2,2,4320.0
2944,201639,142,4,2,2,17280.0
2945,201640,143,4,2,2,10800.0
2946,201641,144,4,2,2,24408.0
2947,201643,146,4,2,2,5400.0
2948,201645,148,4,2,2,2160.0
2949,201646,149,4,2,2,10800.0
2950,201647,150,4,2,2,12960.0
2951,201648,151,4,2,2,11880.0
2952,201649,152,4,2,2,8640.0
2953,201650,153,4,2,2,2700.0
2954,201651,154,4,2,2,4860.0
2955,201652,155,4,2,2,14148.0
2956,201653,156,4,2,2,6804.0
2957,201702,157,4,2,2,12528.0
2958,201703,158,4,2,2,6480.0
2959,201704,159,4,2,2,9828.0
2960,201705,160,4,2,2,11664.0
2961,201706,161,4,2,2,1080.0
2962,201707,162,4,2,2,3132.0
2963,201708,163,4,2,2,3240.0
2964,201709,164,4,2,2,9720.0
2965,201710,165,4,2,2,12420.0
2966,201711,166,4,2,2,540.0
2967,201712,167,4,2,2,5400.0
2968,201713,168,4,2,2,32400.0
2969,201714,169,4,2,2,18360.0
2970,201715,170,4,2,2,28620.0
2971,201716,171,4,2,2,12960.0
2972,201717,172,4,2,2,2160.0
2973,201718,173,4,2,2,28080.0
2974,201719,174,4,2,2,7020.0
2975,201720,175,4,2,2,25920.0
2976,201721,176,4,2,2,24840.0
2977,201722,177,4,2,2,-23112.0
2978,201723,178,4,2,2,19440.0
2979,201724,179,4,2,2,22680.0
2980,201725,180,4,2,2,24840.0
2981,201726,181,4,2,2,14580.0
2982,201727,182,4,2,2,20520.0
2983,201728,183,4,2,2,39960.0
2984,201403,3,4,2,1,4152.0
2985,201406,6,4,2,1,1038.0
2986,201409,9,4,2,1,692.0
2987,201410,10,4,2,1,3114.0
2988,201411,11,4,2,1,2076.0
2989,201412,12,4,2,1,7612.0
2990,201413,13,4,2,1,1730.0
2991,201414,14,4,2,1,346.0
2992,201415,15,4,2,1,3460.0
2993,201416,16,4,2,1,1384.0
2994,201418,18,4,2,1,5190.0
2995,201419,19,4,2,1,1384.0
2996,201420,20,4,2,1,3114.0
2997,201421,21,4,2,1,8650.0
2998,201422,22,4,2,1,2422.0
2999,201423,23,4,2,1,2076.0
3000,201425,25,4,2,1,1384.0
3001,201426,26,4,2,1,1730.0
3002,201427,27,4,2,1,5190.0
3003,201428,28,4,2,1,1038.0
3004,201429,29,4,2,1,4152.0
3005,201430,30,4,2,1,2422.0
3006,201431,31,4,2,1,2768.0
3007,201432,32,4,2,1,2768.0
3008,201433,33,4,2,1,2422.0
3009,201434,34,4,2,1,1730.0
3010,201435,35,4,2,1,2076.0
3011,201436,36,4,2,1,3460.0
3012,201438,38,4,2,1,3460.0
3013,201439,39,4,2,1,1384.0
3014,201440,40,4,2,1,2768.0
3015,201441,41,4,2,1,1730.0
3016,201443,43,4,2,1,1384.0
3017,201445,45,4,2,1,692.0
3018,201446,46,4,2,1,3806.0
3019,201448,48,4,2,1,692.0
3020,201449,49,4,2,1,346.0
3021,201450,50,4,2,1,6228.0
3022,201451,51,4,2,1,1384.0
3023,201452,52,4,2,1,7266.0
3024,201503,54,4,2,1,692.0
3025,201506,57,4,2,1,5882.0
3026,201507,58,4,2,1,692.0
3027,201511,62,4,2,1,4152.0
3028,201514,65,4,2,1,3806.0
3029,201518,69,4,2,1,1730.0
3030,201520,71,4,2,1,1038.0
3031,201521,72,4,2,1,1038.0
3032,201522,73,4,2,1,1384.0
3033,201523,74,4,2,1,692.0
3034,201524,75,4,2,1,1038.0
3035,201525,76,4,2,1,346.0
3036,201526,77,4,2,1,1038.0
3037,201527,78,4,2,1,1730.0
3038,201528,79,4,2,1,3114.0
3039,201529,80,4,2,1,2768.0
3040,201533,84,4,2,1,1038.0
3041,201534,85,4,2,1,1038.0
3042,201535,86,4,2,1,346.0
3043,201536,87,4,2,1,692.0
3044,201538,89,4,2,1,12456.0
3045,201542,93,4,2,1,692.0
3046,201544,95,4,2,1,346.0
3047,201546,97,4,2,1,1384.0
3048,201547,98,4,2,1,692.0
3049,201549,100,4,2,1,2422.0
3050,201550,101,4,2,1,2422.0
3051,201552,103,4,2,1,346.0
3052,201604,107,4,2,1,692.0
3053,201610,113,4,2,1,692.0
3054,201611,114,4,2,1,346.0
3055,201612,115,4,2,1,1730.0
3056,201615,118,4,2,1,1038.0
3057,201616,119,4,2,1,2076.0
3058,201617,120,4,2,1,692.0
3059,201618,121,4,2,1,3460.0
3060,201619,122,4,2,1,692.0
3061,201622,125,4,2,1,692.0
3062,201625,128,4,2,1,692.0
3063,201627,130,4,2,1,1038.0
3064,201628,131,4,2,1,1038.0
3065,201629,132,4,2,1,1038.0
3066,201631,134,4,2,1,346.0
3067,201632,135,4,2,1,346.0
3068,201637,140,4,2,1,1384.0
3069,201638,141,4,2,1,346.0
3070,201639,142,4,2,1,2768.0
3071,201641,144,4,2,1,346.0
3072,201642,145,4,2,1,1038.0
3073,201643,146,4,2,1,346.0
3074,201645,148,4,2,1,692.0
3075,201646,149,4,2,1,2768.0
3076,201648,151,4,2,1,346.0
3077,201649,152,4,2,1,1730.0
3078,201652,155,4,2,1,3114.0
3079,201702,157,4,2,1,692.0
3080,201704,159,4,2,1,2422.0
3081,201705,160,4,2,1,346.0
3082,201707,162,4,2,1,1730.0
3083,201709,164,4,2,1,3114.0
3084,201711,166,4,2,1,-346.0
3085,201712,167,4,2,1,10380.0
3086,201713,168,4,2,1,2768.0
3087,201714,169,4,2,1,2076.0
3088,201715,170,4,2,1,1384.0
3089,201716,171,4,2,1,9342.0
3090,201717,172,4,2,1,346.0
3091,201718,173,4,2,1,346.0
3092,201722,177,4,2,1,-692.0
3093,201724,179,4,2,1,2422.0
3094,201725,180,4,2,1,1730.0
3095,201726,181,4,2,1,692.0
3096,201727,182,4,2,1,2076.0
3097,201728,183,4,2,1,3114.0
3098,201402,2,4,1,3,27590.0
3099,201403,3,4,1,3,92026.0
3100,201404,4,4,1,3,89979.0
3101,201405,5,4,1,3,50730.0
3102,201406,6,4,1,3,98879.0
3103,201407,7,4,1,3,57227.0
3104,201408,8,4,1,3,56782.0
3105,201409,9,4,1,3,107690.0
3106,201410,10,4,1,3,98523.0
3107,201411,11,4,1,3,60698.0
3108,201412,12,4,1,3,121663.0
3109,201413,13,4,1,3,122642.0
3110,201414,14,4,1,3,117569.0
3111,201415,15,4,1,3,71645.0
3112,201416,16,4,1,3,56693.0
3113,201417,17,4,1,3,24920.0
3114,201418,18,4,1,3,86419.0
3115,201419,19,4,1,3,61321.0
3116,201420,20,4,1,3,97544.0
3117,201421,21,4,1,3,154860.0
3118,201422,22,4,1,3,46814.0
3119,201423,23,4,1,3,72980.0
3120,201424,24,4,1,3,27412.0
3121,201425,25,4,1,3,156195.0
3122,201426,26,4,1,3,106622.0
3123,201427,27,4,1,3,65949.0
3124,201428,28,4,1,3,93005.0
3125,201429,29,4,1,3,160022.0
3126,201430,30,4,1,3,95497.0
3127,201431,31,4,1,3,151389.0
3128,201432,32,4,1,3,47971.0
3129,201433,33,4,1,3,150766.0
3130,201434,34,4,1,3,110093.0
3131,201435,35,4,1,3,55091.0
3132,201436,36,4,1,3,124155.0
3133,201437,37,4,1,3,90958.0
3134,201438,38,4,1,3,118815.0
3135,201439,39,4,1,3,120862.0
3136,201440,40,4,1,3,183429.0
3137,201441,41,4,1,3,55714.0
3138,201442,42,4,1,3,187167.0
3139,201443,43,4,1,3,54557.0
3140,201444,44,4,1,3,79744.0
3141,201445,45,4,1,3,40228.0
3142,201446,46,4,1,3,93984.0
3143,201447,47,4,1,3,140086.0
3144,201448,48,4,1,3,157441.0
3145,201449,49,4,1,3,116857.0
3146,201450,50,4,1,3,191528.0
3147,201451,51,4,1,3,147918.0
3148,201452,52,4,1,3,158687.0
3149,201453,53,4,1,3,-10680.0
3150,201503,54,4,1,3,117747.0
3151,201504,55,4,1,3,28836.0
3152,201505,56,4,1,3,74582.0
3153,201506,57,4,1,3,40762.0
3154,201507,58,4,1,3,83838.0
3155,201508,59,4,1,3,71022.0
3156,201509,60,4,1,3,48149.0
3157,201510,61,4,1,3,57850.0
3158,201511,62,4,1,3,55892.0
3159,201512,63,4,1,3,33464.0
3160,201513,64,4,1,3,65059.0
3161,201514,65,4,1,3,109826.0
3162,201515,66,4,1,3,75828.0
3163,201516,67,4,1,3,26967.0
3164,201517,68,4,1,3,75917.0
3165,201518,69,4,1,3,76273.0
3166,201519,70,4,1,3,48505.0
3167,201520,71,4,1,3,57049.0
3168,201521,72,4,1,3,84906.0
3169,201522,73,4,1,3,100481.0
3170,201523,74,4,1,3,24920.0
3171,201524,75,4,1,3,75739.0
3172,201525,76,4,1,3,47170.0
3173,201526,77,4,1,3,52955.0
3174,201527,78,4,1,3,81435.0
3175,201528,79,4,1,3,88644.0
3176,201529,80,4,1,3,51531.0
3177,201530,81,4,1,3,47793.0
3178,201531,82,4,1,3,117035.0
3179,201532,83,4,1,3,97366.0
3180,201533,84,4,1,3,74137.0
3181,201534,85,4,1,3,105999.0
3182,201535,86,4,1,3,61054.0
3183,201536,87,4,1,3,132432.0
3184,201537,88,4,1,3,41029.0
3185,201538,89,4,1,3,67195.0
3186,201539,90,4,1,3,44322.0
3187,201540,91,4,1,3,94429.0
3188,201541,92,4,1,3,31506.0
3189,201542,93,4,1,3,80189.0
3190,201543,94,4,1,3,50018.0
3191,201544,95,4,1,3,68085.0
3192,201545,96,4,1,3,52866.0
3193,201546,97,4,1,3,92204.0
3194,201547,98,4,1,3,57761.0
3195,201548,99,4,1,3,50908.0
3196,201549,100,4,1,3,83660.0
3197,201550,101,4,1,3,84372.0
3198,201551,102,4,1,3,138039.0
3199,201552,103,4,1,3,131631.0
3200,201553,104,4,1,3,38804.0
3201,201603,106,4,1,3,39249.0
3202,201604,107,4,1,3,89712.0
3203,201605,108,4,1,3,66750.0
3204,201606,109,4,1,3,33731.0
3205,201607,110,4,1,3,176487.0
3206,201608,111,4,1,3,39338.0
3207,201609,112,4,1,3,6764.0
3208,201610,113,4,1,3,40851.0
3209,201611,114,4,1,3,8633.0
3210,201612,115,4,1,3,45390.0
3211,201613,116,4,1,3,44144.0
3212,201614,117,4,1,3,40673.0
3213,201615,118,4,1,3,27234.0
3214,201616,119,4,1,3,46547.0
3215,201617,120,4,1,3,31417.0
3216,201618,121,4,1,3,96387.0
3217,201619,122,4,1,3,39427.0
3218,201620,123,4,1,3,11125.0
3219,201621,124,4,1,3,39427.0
3220,201622,125,4,1,3,30438.0
3221,201623,126,4,1,3,36490.0
3222,201624,127,4,1,3,26166.0
3223,201625,128,4,1,3,31239.0
3224,201626,129,4,1,3,37024.0
3225,201627,130,4,1,3,49929.0
3226,201628,131,4,1,3,35778.0
3227,201629,132,4,1,3,62300.0
3228,201630,133,4,1,3,48327.0
3229,201631,134,4,1,3,35244.0
3230,201632,135,4,1,3,91759.0
3231,201633,136,4,1,3,27412.0
3232,201634,137,4,1,3,38448.0
3233,201635,138,4,1,3,26255.0
3234,201636,139,4,1,3,82414.0
3235,201637,140,4,1,3,26789.0
3236,201638,141,4,1,3,33375.0
3237,201639,142,4,1,3,48772.0
3238,201640,143,4,1,3,34710.0
3239,201641,144,4,1,3,28836.0
3240,201642,145,4,1,3,34532.0
3241,201643,146,4,1,3,82592.0
3242,201644,147,4,1,3,37647.0
3243,201645,148,4,1,3,89979.0
3244,201646,149,4,1,3,36579.0
3245,201647,150,4,1,3,56337.0
3246,201648,151,4,1,3,21716.0
3247,201649,152,4,1,3,69865.0
3248,201650,153,4,1,3,26077.0
3249,201651,154,4,1,3,60876.0
3250,201652,155,4,1,3,87131.0
3251,201653,156,4,1,3,45301.0
3252,201702,157,4,1,3,24653.0
3253,201703,158,4,1,3,23229.0
3254,201704,159,4,1,3,15753.0
3255,201705,160,4,1,3,21449.0
3256,201706,161,4,1,3,44322.0
3257,201707,162,4,1,3,46814.0
3258,201708,163,4,1,3,36134.0
3259,201709,164,4,1,3,27145.0
3260,201710,165,4,1,3,41029.0
3261,201711,166,4,1,3,29370.0
3262,201712,167,4,1,3,47704.0
3263,201713,168,4,1,3,72268.0
3264,201714,169,4,1,3,52243.0
3265,201715,170,4,1,3,19936.0
3266,201716,171,4,1,3,34265.0
3267,201717,172,4,1,3,42720.0
3268,201718,173,4,1,3,39961.0
3269,201719,174,4,1,3,25365.0
3270,201720,175,4,1,3,42898.0
3271,201722,177,4,1,3,44678.0
3272,201723,178,4,1,3,11392.0
3273,201724,179,4,1,3,34710.0
3274,201725,180,4,1,3,23852.0
3275,201726,181,4,1,3,58651.0
3276,201727,182,4,1,3,37202.0
3277,201728,183,4,1,3,62478.0
3278,201402,2,4,1,4,12288.0
3279,201403,3,4,1,4,85152.0
3280,201404,4,4,1,4,49728.0
3281,201405,5,4,1,4,59328.0
3282,201406,6,4,1,4,127584.0
3283,201407,7,4,1,4,64992.0
3284,201408,8,4,1,4,72768.0
3285,201409,9,4,1,4,77376.0
3286,201410,10,4,1,4,118080.0
3287,201411,11,4,1,4,94944.0
3288,201412,12,4,1,4,137760.0
3289,201413,13,4,1,4,70464.0
3290,201414,14,4,1,4,174432.0
3291,201415,15,4,1,4,70752.0
3292,201416,16,4,1,4,123552.0
3293,201417,17,4,1,4,80256.0
3294,201418,18,4,1,4,66048.0
3295,201419,19,4,1,4,58176.0
3296,201420,20,4,1,4,62208.0
3297,201421,21,4,1,4,113952.0
3298,201422,22,4,1,4,47136.0
3299,201423,23,4,1,4,71616.0
3300,201424,24,4,1,4,34848.0
3301,201425,25,4,1,4,130368.0
3302,201426,26,4,1,4,116832.0
3303,201427,27,4,1,4,51360.0
3304,201428,28,4,1,4,109152.0
